SYMBOL	len
GOSR2	18809
SFXN3	13007
WNT9B	38144
LRRC37A	45678
CAV1	37883
CAV1	36236
SLC12A8	134461
CAV1	37318
LIPT1	11193
LIPT1	11202
CAV2	4506
TES	38979
TSGA10	163381
TFEC	96495
MDFIC	100823
MGAT4A	117726
FOXP2	278889
FOXP2	278087
AP1G1	82516
ZC3H14	51676
ANKRD36BP2	43775
PHLPP2	76301
FAM178B	27951
ODF2	47868
SORBS2	230598
MPP1	31944
ODF2	42646
ANKRD39	15726
ZNF23	20317
CCDC110	32212
MDM1	13019
ENSG00000293283	4929
SPATA7	55803
DBF4B	46656
PDLIM7	15386
DYRK2	13131
LAMB1	49381
LAMB1	84041
G6PD	21155
G6PD	21882
DBN1	22724
HYDIN	434338
GALC	64197
GALC	65034
FAM3A	15220
GRK6	19107
HMGA2	130413
HMGA2	22063
PCNPP3	6170
RELT	22972
CASP3	26596
SLC10A3	9017
SLC10A3	9020
CASP3	25771
P2RY6	29423
P2RY6	30911
P2RY6	36304
IRF2	92521
DNM1	54856
P2RY2	20477
P2RY2	27146
CDKN2D	8219
FAM50A	9513
COG5	362113
ARAP1	33776
UBTF	18334
ARAP1	73039
RAB24	7955
COG4	48682
AHCYL1	41976
KEAP1	22470
CD86	44917
MON2	129017
MON2	136650
ILDR1	39492
NSUN5P1	9436
FGFR4	11202
DNASE1L1	16552
ST3GAL2	30360
NAA50P2	7152
FGFR4	14117
SRPK2	278247
TFAP2B	31748
DDX19B	37664
GPM6A	185027
DEFB110	18497
MEOX1	26242
ETV4	23525
GOLGB1	92238
ENSG00000213365	4027
FBXO8	52709
FOLR1	7159
ZFYVE27	26784
FOLR1	9084
FOLR1	9630
IRAK1	13653
SNCB	16152
NUMA1	83378
OPN5	32750
RENBP	15074
CLEC18A	16079
MFAP3L	27919
IL18BP	6895
MFAP3L	22887
IL18BP	6635
FPGS	14223
IL18BP	5600
FDX2	11670
CYB561D1	5220
NAA10	10737
RNF121	71563
NR1I2	39386
ICAM4	4518
ARHGAP4	24587
SLC26A5	52844
KIAA1191	21403
SLC26A5	52844
SLC26A5	74628
SLC26A5	74689
MRPL4	10798
GSTZ1	13233
SLC26A5	99121
DDX60	108158
CPLX2	15443
FABP1	10729
DRD1	9846
PDZD4	34078
CD8B	52268
ZDHHC16	14195
CD8B	52285
B4GALT4	34836
MSMO1	18343
BNIP1	22511
LRRC74A	46834
IGSF11	139989
PP1P	6569
GAP43	100980
ERGIC1	121432
SRPK3	7731
ARHGAP9	13297
UBTD2	79818
PPAN	7835
PSMC3IP	11119
PPAN-P2RY11	11343
ARHGAP9	22250
PPP6R3	157582
PPP6R3	157561
FBXW11	148729
FBXW11P1	7173
ST3GAL5	54131
GASK1B	53896
ST3GAL5	34221
SLC35B2	9158
SLC35B2	9127
GRIA2	148401
COASY	7129
NPM1	22274
SFTPB	17123
CUX1	470470
NDUFA4L2	11487
ATP6V0A1	65641
SIDT1	97759
GUCY1A1	68216
ATP2B3	40028
SLC29A1	17527
CFAP44	160263
DPEP2	17790
ELMOD3	39991
RAB5C	35766
TREX2	9090
SUCLG1	41452
MAGEA12	6912
OPALIN	21843
OPALIN	21843
TMEM134	10558
REG3A	8446
NKIRAS2	7677
NKIRAS2	7677
ZNF559	24646
NKIRAS2	8551
CNP	11361
NACA	18532
CNP	13945
CORO1B	11473
ACLY	57148
REG3G	5819
MAGEA12	6244
MRPL19	18423
EVA1A	74321
HMMR	34309
TAGLN3	18148
MAGEA4	11294
MAGEA4	11947
PHLDB2	246770
GNB2	6036
PHLDB2	119451
GNB2	6888
ZNF414	10189
P3H4	15696
JUP	36251
JUP	37802
PLCXD2	174771
LOXL3	26528
HAP1	19531
GABRA1	54851
SYT12	47085
MOSPD3	5837
DQX1	13760
LRFN4	6357
PC	65088
FBXW7	37982
TPPP3	9389
PC	115563
GABRB2	263989
PC	115663
ANGPTL4	13162
GUCA1C	51670
PTTG1	9829
CCDC142	15866
WBP1	5491
KRT15	12974
C1QTNF2	28561
KRT15	13673
CCNJL	66648
RBM22P2	9564
RBM14	13717
FABP6	54368
EOLA1	10319
KRT36	12110
DNPH1	9543
KRT41P	10963
TSC22D4	18394
BBS1	24564
ELMO3	7873
PILRA	29500
KRT34	10337
HNRNPA1P6	6816
DCTN1	24901
ACSM6	37691
BBOF1	49743
RALGPS1	78417
RNF41	22159
KRTAP4-12	6791
KRTAP2-4	6463
STAG3	39637
SLC4A5	132874
RALGPS1	272550
SMARCC2	32284
COQ6	16182
CBLB	219251
HELLS	58700
CES3	16851
HELLS	58700
ESYT1	19407
KRT222	16212
MTHFD2	21950
NFKBIZ	36029
CDH16	16495
KLC4	18192
SLC10A7	85929
MAPKAP1	191463
MAPKAP1	275540
KLC2	9946
KLC2	12314
KLC2	13157
CA7	12221
STAMBP	41207
MIDEAS	77836
STAMBP	41165
NAE1	33743
RPL24	11327
KLC2	13110
RARA	17432
GAPVD1	104262
GAPVD1	50471
SENP7	13429
RARA	18407
RARA	41050
F9	34306
SENP7	194611
SMAD1	78149
SENP7	194632
SENP7	194707
WIPF2	63492
GAPVD1	69124
GAPVD1	104497
CMTM4	87693
SUOX	7027
PPP2R5D	30789
EMX1	21068
CERS3	147602
SUOX	11198
DYSF	222946
THRA	34420
CLEC4M	9363
G3BP1	43875
RABEPK	36616
MED24	40695
MED24	40997
MED24	41004
TTC23	101553
TTC23	118958
RPL17P34	6254
TTC23	119347
NIT2	29878
ADGRG4	113663
ADGRG4	118927
TBC1D23	67246
DGKA	24993
CSF3	4590
CSF3	5373
ZSCAN25	18462
FHL1	44722
FHL1	66821
CDH11	183983
PSEN1	40757
IL15	15836
CD209	10172
ST3GAL6	66141
ZNF655	20591
PSEN1	86584
NR2F2	12558
BICRAL	50502
ORMDL3	10264
ZKSCAN5	31872
NR2F2	10698
CD209	10753
GSDMB	18645
GSDMB	18419
CLDND1	13286
CLDND1	13235
ENSG00000254577	8212
CLDND1	13202
ATP5MF	13552
IKZF3	104604
OR5H8	9091
CHD2	130672
RIOX2	36313
NEK6	62497
CNN3	35974
SCOC	42095
GRB7	7751
SCOC	128270
ZFYVE1	21766
GRB7	10021
GRB7	11948
H2AZP3	6086
DENND1A	556168
KCNK7	8841
KCNK7	8841
DHFR2	10694
ARL13B	78523
NDUFC1	18246
SIPA1	13797
NDUFC1	18334
MIEN1	7722
SV2B	205308
DCAF4	36225
ELF2	125698
PROS1	106545
TUBD1	38524
A2ML1-AS2	6597
SYNPO	56152
PNMT	5492
PRC1	34195
STARD3	29290
TMT1B	5875
USP49	109964
OR6C4	4045
RCCD1	11241
PRICKLE4	5592
PRICKLE4	6010
PABIR1	8501
PPP1R1B	11127
SETD6	8699
PPP1R1B	11128
TCOF1	29531
HDDC3	8281
UNC45A	26912
PGRMC2	9505
NDRG4	51796
NDRG4	52595
TFEB	53024
MED1	52683
LARP1B	50566
FTH1P3	6283
FBXL20	146736
ANXA4	87978
GPC3	455549
FES	13519
FAUP2	6256
FES	14091
CACNB1	29916
NFU1	47215
ASNS	26431
ASNS	25703
CACNB1	26266
MBNL3	40100
ZNF385A	21297
MRRF	55597
LHX6	32075
PPARGC1B	120403
ERV3-1	22031
FAT4	180977
SLC8A3	41461
HOXC6	17836
RPL23	11557
RPL23	11570
STK26	55641
STK26	55638
DRC7	39649
SPRY1	7245
MCRIP2P1	6210
MITF	5436
ATP5MC2	16613
MITF	34740
GSN	49523
TARBP2	7793
KIF6	101974
ENOX2	286584
SRSF5	7880
FBXO38	61834
LIPF	17370
MEN1	12738
AAAS	19837
CIAPIN1	24898
PPP2R2B	303196
PPP2R2B	303715
KIF7	33190
PPP2R2B	497457
PPP2R2B	472223
UGP2	53591
ACTN1	110874
RSPRY1	57140
TCERG1	66690
UTP14A	26588
RARG	27389
QRFPR	58076
RASGRP2	7771
RASGRP2	7771
RASGRP2	9421
PSMD6	19160
RASGRP2	22931
LARS1	75316
PRDM5	91225
PDE5A	139387
CCT4	26271
CALCR	139187
EIF4A1P8	4495
PRELID2	80780
GTF2F1	19292
AHSA2P	16674
ANKLE1	9001
NR3C1	131452
NR3C1	128691
FBLIM1P1	6824
HEPACAM2	43635
REL	53038
NTRK3	402696
FAM107A	19347
MT1X	4726
TLR4	14583
NT5C3AP1	6711
KRIT1	51241
KRIT1	52201
KRIT1	52831
AKAP13	132408
UGT8	57229
ENSG00000223905	6363
RNF14	23074
AKAP13	371752
RNF14	26453
RNF14	24187
CAMK2D	310654
CAMK2D	316113
KCNK4	11021
BRDT	68055
BAD	20097
BAD	20509
PCDH1	21458
ANK2	335436
TRPT1	8154
TRPT1	8051
DNASE1L3	24415
PDE8A	160286
EFEMP1	63872
SLFN12	27836
STIP1P3	7323
SLFN11	29015
UNC45B	44526
SLC28A1	64136
PCDHGA2	177215
RPL36	4351
FUT8	335020
NMB	9134
RAD51D	25952
LRRC8D	117080
PITX2	25288
RFFL	63417
MTIF2	32947
PTBP1	17860
SLC26A8	86673
CLDN12	15487
ELOVL6	158507
RTN4	43962
SEPTIN6	81923
RTN4	84109
LGALS12	13688
CCL8	4967
STEAP2	28943
STEAP2	28734
STEAP2	28934
CCL7	4854
ENSG00000213514	7003
STEAP2	26811
CCL7	5016
GAR1	12230
STEAP2	28748
PCDHA1	226789
CFI	67004
CFI	67004
IRX5	6620
SPACA3	9008
SRI	26237
TMEM98	16703
RGS3	99316
MYO1D	376134
MCUB	131473
IL16	15170
RUNDC3B	206898
AKTIP	17869
IL16	120179
GBP1P1	18924
RPL34	7665
ACYP2	192685
RPL34	7794
RPL34	12756
ZNF207	34728
TMCO6	8953
CCDC66	67662
ZNF207	23205
RPL36P7	5985
SGMS2	93484
CEMIP	175401
SGMS2	20679
BRD7	58731
BRD7	55449
STX5	30817
RHOT1	86047
ADCY7	54584
AIMP1	35675
DMTF1	46778
GPR75	12755
TBCK	275815
TBCK	280310
HSPA2	13268
CLCA1	34332
ZBTB25	23445
ASB3	122390
AKAP5	12004
ANKHD1	73556
ANKHD1	73623
SIAH1	30582
GSTCD	136467
PRKCD	34597
GSTCD	141941
INTS12	31154
RFT1	44488
RAB11FIP4	46849
RASGRF1	49423
ABCC11	71060
ABCC11	73966
STON1-GTF2A1L	101934
SFMBT1	148201
STON1-GTF2A1L	113583
CAMK2G	65920
UBXN6	15988
CXXC4	32286
EML3	16257
CCDC121	7649
SHOC1	79060
SHOC1	79060
ALG13	82479
GLT8D1	14827
SLC9B2	60208
CD36	38740
SLC9B1	140371
FUT11	6925
PAIP2	30278
CHRDL1	126220
GNL3	11476
MATR3	60567
UBE2D3	37672
UBE2D3	37883
UBE2D3	39262
MATR3	40937
C16orf87	40255
ZBTB3	8897
ENSG00000218713	7799
MYLK3	51762
SYNPO2L	16843
KRT80	28718
SIL1	257344
INCENP	32158
NFKB1	118584
NR4A1	11065
NR4A1	11061
PPP3CB	64918
PPP3CB	64918
PBRM1	143695
SLC39A8	89173
SAMD13	52090
EFCAB5	169818
RAB3IL1	25965
PRKACB	76532
RARRES2P2	6184
ZNF267	43918
UPK3B	7841
TTC7A	137038
DNAJA4	20629
PPP3CA	328699
PPP3CA	329808
DNAJA4	21110
ZP3	20119
TGFB1I1	7755
ANKRD13B	24629
SOCS5	66834
TGFB1I1	8806
GIT1	21774
COL4A6	288522
PRKCE	13062
TRMT10A	23028
TRMT10A	23008
RCN2	21095
CDC23	13172
RCN2	25644
CDC23	31373
CPSF7	33082
P4HA1	95349
POR	74691
KIF20A	11611
ADH6	22297
ADH6	22307
TKFC	19014
DHRS13	10990
DNAJB12	28019
SLC11A2	47950
CCL26	26063
FLOT2	24017
NRG4	77188
FLOT2	24094
ZNF16	26222
ASCC1	119440
RPL8	8320
FSD1L	101679
BMPR1B	53661
TLCD1	8179
PSAP	40653
RPL23A	6692
WDR89	50522
LIMA1	113418
SPOCK1	529728
SIN3A	88011
SIN3A	86155
BCKDK	7273
BCKDK	9460
GPT	6032
VSIR	31664
SMARCD1	18365
ALAS1	19233
SP9	6546
KCNH5	395326
POC1A	85104
VKORC1	9145
KCNG3	57645
ENSG00000233216	6021
VKORC1	9643
C5orf24	16767
ZNF646	11117
MMRN1	78097
ZNF668	18352
SNCA	116786
C15orf39	13287
SNCA	118794
SMIM29	8345
SNCA	118762
LDHAP5	6321
HIF1A	55718
STX4	10068
MS4A14	24742
FAM13A	103106
JADE2	60122
MS4A14	24253
TMBIM6	15286
ABHD14B	11201
CDKN2AIPNL	7032
LRRC20	89380
LRRC20	83509
CPLX3	8175
CTF1	9909
TCF7	35604
TCF7	36498
MS4A3	17008
CDKL4	71110
SOS1	140464
MATK	14140
RGS19	12037
VDAC1	38527
MATK	29537
VDAC1	38590
CYP1A1	11694
CYP1A1	10764
BAAT	27357
GRM2	14545
TCEA2	12188
PLPPR1	143096
TEX264	36047
ENSG00000223890	5899
ZBTB9	5968
NXF3	23033
CLK3	17365
MSANTD3	27591
GRINA	6359
DNAJC22	7876
LPXN	54685
PPM1A	52866
OR10W1	7168
SPP1	10697
UBL7	20883
ENSG00000213590	4321
LRRIQ3	163369
RTN1	40332
ZNF764	10310
ZNF747	10251
FZR1	14846
NR4A3	48006
VPS26A	51704
MEPE	16871
ZBTB46	52955
STRA6	29021
MAPK15	6913
MAPK15	7213
NFIC	106495
GPR135	10321
ISLR	5371
EEF1D	23651
RTN4RL2	10764
SLC43A3	25691
SLC43A3	25867
DAAM1	110950
RASSF1	14145
EIF2AK2	57604
PFDN6	4631
PML	44677
PML	51664
SRSF11	32409
SULT1A3	7450
HYAL2	9604
HYAL1	8962
HYAL1	9381
CLDN3	6973
AFF1	209028
ABHD11	8438
CFLAR	26470
DACT1	13359
STX1A	24628
STX1A	24504
STX1A	26153
MAPK10	349273
TIMM9	24736
MAPK10	442428
MAPK10	348094
ARID4A	76670
MAPK10	350657
LINC02904	18041
DNAJC30	8235
KRT18P19	6404
ARHGAP24	225517
ARHGAP24	530516
OR8V1P	6572
COL11A2	11709
HERC4	159075
MAPK3	12072
MAPK3	12215
MAPK3	12241
BBS4	55296
DRP2	47716
TMOD1	103561
THOP1	7060
ENSG00000291009	10650
ZNF785	10741
PTK2	348631
TBX6	11831
GPAT3	72767
AIMP2	17431
IP6K1	67945
ALDOA	7603
RAB34	9164
TRIM74	13168
RAB34	9284
CDC42SE2	133678
ENSG00000285043	20280
LINC02929	154563
ZNF365	31081
ZNF365	109096
CELF6	26041
RTKN2	36250
SLC27A6	71125
POM121	75075
CALN1	638547
CALN1	673270
CDK1	19374
BRD2	11775
KBTBD4	12471
CELF1	28780
CELF1	31828
IZUMO4	5641
FAM135B	372938
IZUMO4	5675
HLA-DMA	10195
HLA-DMA	10148
BIRC7	4408
IZUMO4	5698
KTN1	103394
KTN1	71741
SEC31A	78344
KTN1	85787
KTN1	107372
ALDOC	9470
ALDOC	9533
CTXN3	8581
LBH	31494
VDR	107211
DNAJC6	154115
CRCP	42721
PSMB9	18449
ASL	19973
ASL	20043
AK4	87315
MADD	62883
AMT	11476
PSMB8	9003
DIDO1	44989
DIDO1	54462
MADD	62673
PIGS	23849
SLC16A9	90937
SLC16A9	64786
SLA	70959
MVP	30645
LMNB1	45045
RAPGEF3	19892
HLA-DQA1	9251
PPP1CB	54110
PHF20L1	39736
PHF20L1	39513
QPRT	22519
PHF20L1	76419
HLA-DRA	8159
SPN	5548
PHF20L1	74015
KIF23	36839
ZNF169	45531
NR1H3	22896
TMEM199	6412
ZWINT	9535
PAQR5	111868
SATL1	22381
SAPCD2P1	4183
IFT20	12846
CHCHD2	10603
TCF3	47055
DLGAP5	49132
PCDH15	985881
PCDH15	985881
SUMF2	18933
SUMF2	19122
RPL22P22	6078
PCDH15	998921
PCDH15	998921
QRICH1	70064
PCDH15	998861
PCDH15	998906
SNX24	165556
SCAF11	35825
SCAF11	41550
LAT	8732
NDUFAF3	5102
CSTPP1	228479
LAT	8957
CALML4	17946
ADAMTSL5	12627
MAPK1IP1L	21547
PSPH	46236
SOCS4	25258
LGALS9	21372
WDR6	11891
MAP2K5	266786
WNK2	138642
REEP6	9746
NELL2	373079
A1CF	84715
A1CF	63133
AGPAT1	10603
AGPAT1	15274
AGPAT1	14568
ATP2A1	28978
ZNF484	38707
ZNF484	38707
TWF1	18294
DHRS7B	67456
EGFL8	6676
GCH1	66516
OLA1P2	4263
SPECC1	84527
PPT2	13101
SPECC1	84090
ASAH2	102642
SPECC1	312667
SPECC1	155406
SPECC1	166037
SH2B1	12632
SEC61G	12696
AKAP10	77152
COBL	258119
COBL	306305
ULK2	102806
ATXN2L	17144
SLC26A6	15438
ALDH3A1	16057
FIGNL1	11917
CCDC112	34329
CHAT	54996
CHAT	54067
UPP1	22471
MDK	5126
MDK	5132
PPHLN1	124161
MDK	5156
ZHX1	31530
SUN3	47666
CNIH1	20155
ALDH3A2	31745
CDKN3	14650
PRKG2	132051
PPHLN1	118805
SLC47A1	48026
EIF3C	27310
SNAPC5	13144
RABL2B	18120
RABL2B	21856
MFAP4	9448
RABL2B	21836
RABL2B	21830
RABL2B	21853
SNTB1	283228
MAPK7	8291
ATRX	286203
MAPK7	8046
DDHD1	122159
MAPK8	135718
ENSG00000213683	6459
MEGF11	364151
B9D1	24979
EPN2	100778
ARSA	8826
EPN2	56239
ARSA	8827
EPN2	56736
MAPK8IP1	12915
SULT1A2	10235
FERMT2	99467
ATP5F1D	6079
NREP	252647
GRAP	26322
PHACTR3	129501
CCNG2	10766
NUPR1	7171
SLC5A10	71497
SLC5A10	73400
SLC5A10	71526
TP53I11	24197
CPT1B	15071
CLN3	20432
EDN3	28289
TBRG4	17647
ATP5F1E	9367
ATP5F1E	12019
SHISA5P1	6210
FBXW10	38295
FBXW10B	59728
EXT2	154496
FOXO3B	20385
KLHDC7B	5989
TYMP	9976
ENSG00000213690	6209
TYMP	9960
TYMP	9960
ERO1A	61343
MROH7	61401
SCO2	7730
CCDC51	13646
NCAPH2	14509
PURB	14931
HSD17B12	77755
NCAPH2	18228
MIEF2	5911
MIEF2	8607
MIEF2	7671
CAPZA1P3	6544
SDAD1	46351
TRPS1	266179
FRMD6	81869
G3BP2	36032
PTPN20	93884
PTPN20	93894
ANKDD1A	38311
GSG1L	278310
PTPN20	93882
DRG2	23034
PTPN20	92008
EHMT2	23143
MIOX	6772
MIOX	6252
MAP4	243853
ADM2	7894
ADM2	7884
TOM1L2	130755
PPP6R2	104051
BTC	55464
PPP6R2	104043
CAMK2B	111059
AREG	12869
CAMK2B	114140
SLC1A2	168806
SLC1A2	168805
IL21R	26241
SREBF1	31346
MTHFD2L	147980
CXCL1	4915
IL4R	53804
ETFBKMT	12780
MARCHF8	83565
LNPEP	73585
EEF1A1P15	4407
RASSF6	51541
MAPK12	9554
MAPK12	14105
PEMT	91843
PEMT	77602
PEMT	82568
EBAG9	33361
APIP	39784
SNHG32	5921
SNHG32	7829
AFP	22953
CXCL12	18170
CXCL12	13585
ZNF32	10544
TNRC6A	99567
VAPB	59239
CAPRIN2	50457
MPRIP	18190
MED16	31288
RASGEF1A	18791
RASGEF1A	78230
MPRIP	152888
CAST	115446
CAST	74890
PMEPA1	45493
PMEPA1	67877
ZBP1	22430
ZNF287	23482
ZNF287	27950
POMC	13420
TRABD	11877
TRABD	9555
POLM	15929
LMO2	16940
CDKL1	76316
ZNF607	28515
UBB	4399
UBB	4450
RAE1	30667
RAE1	30947
PANX2	12564
PIGL	112201
NCOR1	108775
CD59	33407
NCOR1	168909
MOV10L1	17712
NLGN3	26894
NCOA1	189161
MOV10L1	74625
VCPKMT	12763
VCPKMT	13635
ATP6V1C1	54988
BMP7	103588
BMP7	101511
ZNF248	34547
PTHLH	13160
MYL3	11270
PODN	26449
PTHLH	19586
MLC1	31663
UBFD1	19662
COA1	16739
RTF2	53273
NTRK2	150155
KLF10	11289
CREM	48389
TEX11	385470
HECW1	456354
CLIC1	14882
ZNF286A	12805
ZNF286A	24048
VPS13C	198404
WT1-AS	8825
BMAL2	90613
LRRC2	56617
FBXW10B	41518
AURKA	28250
AURKA	28525
RRM2B	36441
AURKA	28647
AURKA	28606
AURKA	28525
NCALD	444064
GLI3	281960
GRHL2	177135
TEKT3	43485
ELP4	276997
PMP22	38424
PMP22	38508
DOK5	178172
CCR3	27246
CCR3	4200
XCR1	16163
YWHAZ	38087
YWHAZ	35627
ABHD16A	22069
YWHAZ	36707
CYP24A1	22940
CYP24A1	25387
YWHAZ	38466
YWHAZ	42158
YWHAZ	41197
SSBP3P1	4147
BCAS1	132753
ELAC2	31329
CCR9	19665
FAM172A	499638
VPS41	189319
RAB5CP1	6279
BDNF	71530
BDNF	71530
BDNF	51860
BDNF	50474
DNAI7	92571
DNAI7	92440
NRP1	163111
SALL4	23910
NPFFR2	111883
BRI3P2	6077
SLC5A12	60740
SOX5	56278
NFATC2	161462
STARD3NL	55030
METTL9	59561
RPS29	21092
SERBP1P1	4594
ANXA2	56552
ZNF133	31711
XRCC4	279213
C2CD5	100564
ADNP	48027
ADNP	46785
ITGB1	63275
ST8SIA1	147016
PARD6B	28130
ELMO1	136298
AR	181792
ELMO1	137848
ZNF501	10487
MOB1A	32051
EDA2R	26088
MOB1B	82864
LYRM1	26902
RBM4	32707
ZNF35	15059
FOXB1	6133
ZNF197	19274
GTF2A2	25153
GTF2A2	24070
FKBP3	24582
GTF2A2	24345
GTF2A2	24354
GCNT3	13940
ANLN	66970
RPL30	9523
ENAM	21080
LDHB	28152
ZNF445	51665
TCAIM	24350
HERPUD2	68176
UPK3A	13831
THUMPD1	13854
NAV2	411764
NAV2	407977
ANO10	261325
ODAM	11080
NUP50	23184
LPIN1	106071
LPIN1	62593
LST1	4609
ACSM2A	30563
ZNFX1	37857
KPNA4P1	7386
NDUFAF6	103702
NDUFAF6	165897
GAS7	114995
GREB1	33529
NDUFAF6	36721
BBS9	479528
KLHL28	43323
RPL17P50	6462
CCNE2	19340
UMOD	25358
JMY	94080
UMOD	25364
ARHGAP12	129172
ZNF418	19220
CDKN2C	8928
ZNF586	13848
ARSB	176276
FAF1	528939
ZNF586	13940
MIA2	87069
MT1P1	5882
ZNF134	13482
MIA2	87455
PTPN5	8514
PTPN5	69408
CCK	14059
PTPN5	70491
DDX39B	17477
TRAK1	68720
PDE1C	286362
CTNNB1	44009
PDE1C	293604
CTNNB1	44054
PDE1C	324928
CSE1L	53714
PDE1C	553850
GEM	18797
UEVLD	64825
ALAS2	27622
SPATA6	182534
PDP1	12119
RPL14	14248
RORB	74601
MGST1	13992
CCP110	32133
MGST1	19631
MGST1	19765
ADCYAP1R1	62166
CCP110	32597
LDHAL6A	26499
MYRIP	453653
RUNX1T1	109739
CFAP52	69755
STIL	68213
LDHA	16656
MAGED2	9634
STAP1	51609
TMC5	91378
EFCAB6	289146
IQGAP2	101309
RDH13	30886
GEMIN2	25190
XIRP1	15086
HPS5	49206
PLEKHA8	104047
PLEKHA8	105042
CCHCR1	21457
TSPO	14306
KRBA2	23582
CCHCR1	21063
KRT8P39	4432
ACBD5	51283
CEMIP2	25576
MRGPRX3	20525
CPVL	156566
TRPM3	332657
ZMYND8	153375
PHF8	110930
TRPM3	100635
TRPM3	332657
ID2	5405
TRPM3	332657
KIR2DL4	13481
MIPOL1	352589
CREB5	137019
CREB5	523679
CREB5	387385
EMP1	21014
GSG1	16929
RAB27A	73128
VAMP1	14140
KNCN	9487
LILRB1	9002
LILRB1	9002
TAX1BP1	92605
MYH11	159539
HNRNPA1P32	6945
LILRB1	10118
WDR72	254837
SNX16	48399
LILRB1	23370
LILRB1	10016
GPRC5D	15242
GNB5	64648
PSMC1P9	4334
CDKN1B	6646
HOXA10	14741
HOXA9	7705
MANSC1	26676
HOXA3	19111
NDE1	79108
NDE1	86086
SOX6	515639
FABP5	6910
LILRA6	11900
FXN	40260
BCL2L14	31227
MARF1	54467
CALCA	9267
ETV6	248703
SNX10	84275
TSEN34	5935
TUBB	6727
MPV17L	20517
CBX3	14862
OLA1P1	6888
TSEN34	6224
TUBB	6759
ELMO2	46277
PGM5	112656
PSMA1	21210
PGM5	177450
NAGA	18178
GLDN	33747
PRH2	8609
TCEA1	61596
CYP19A1	136239
ZNF813	31522
CYP19A1	134115
ZNF765	19860
PDXDC1	66306
RPL7AP74	6603
PKIA	91927
POMGNT1	15147
HNF4G	29965
ZNF665	36634
SEPTIN3	24443
SEPTIN3	24411
LRRFIP2	127168
OSBPL3	98140
OSBPL3	98387
ARHGAP21	145973
KLRC3	13980
OCLN	68314
USP8	93037
KIAA1217	84312
KIAA1217	81785
OCIAD1	33183
CNN2P4	6603
WRAP53	18025
GABPB1	75018
RPL7	9096
RPL7	10449
RPL7	9049
PALS2	119074
CEACAM18	15762
IPP	57642
ARPP21	6854
ARPP21	9261
CLEC7A	17817
TNFRSF17	5782
CCDC125	58326
CCDC125	45590
MPDU1	7127
CLEC12B	10316
POLR3H	24385
DKK3	58575
GALK2	161310
ACO2	62859
ZC3H7A	37666
EXOSC3	10157
EIF4G2	17238
SNX6	74715
COX7B2	180080
SHC4	58022
TNFSF13	5542
SOD2P1	6261
TNFSF13	5814
TRIM39	17840
TRIM39	19809
MFAP5	20936
TRIM39	19802
AMPD3	55315
AMPD3	59337
OSBPL10	326137
ATF7IP2	100583
ATF7IP2	100583
ENSG00000235349	6329
SP140L	79460
TMEM102	5069
ZNF705A	26031
GRIN2A	435050
CACNB2	284100
SLC12A1	100776
COL4A3	153168
TRIM40	15588
ARHGAP5	85654
MFF-DT	85176
SLC2A14	64938
SLC30A5	40055
MCMDC2	34032
CARHSP1	21159
GNE	68237
LIMCH1	90141
SGK3	89839
ZNF143	69659
ABAT	74606
ZNF143	70512
CLTA	24096
ZNF143	70532
GLIPR2	30377
COCH	19059
CD163	38296
ADHFE1	39403
COL4A4	167191
ELP5	10708
ELP5	10722
SCFD1	116459
HLA-A	7624
SPAG8	8167
LRRC3B	91004
PDE7A	125410
ENSG00000293154	47951
AKIP1	11562
NGLY1	69867
C15orf48	5730
RPS8	6239
SOSTDC1	74737
AP1S3	78204
AP1S3	87956
UBN1	33145
GATM	23120
ARL4A	5323
ARL4A	6648
ARL4A	5268
TMEM106B	35067
TMEM106B	35073
THRB	383369
STK33	207785
ICA1	154443
CENPK	51102
ATF4	5092
WDR45	10810
RPA3	9740
ATN1	17362
SPEG	8400
SPEG	9075
SPEG	8477
CYB5AP4	6098
SEPTIN12	16377
SPEG	27815
STXBP6	246108
MOG	17508
UBE2E2	391467
MOG	16975
TPI1	6417
ZDHHC4	14869
ZDHHC4	14544
ZDHHC4	14451
ZDHHC4P1	4034
ZDHHC4	14544
BICRA	98081
SDR16C5	25865
CHCHD7	9725
PPM1N	5900
PPM1N	5349
PPM1N	8259
STK16	7858
OTUD5	41303
ILK	10054
DPH2	6315
ATG9A	16037
PQBP1	7883
ATP6V1H	133011
GAPT	8655
ARFIP2	10512
TIMM17B	10395
LTB4R	5246
RPS17P1	6105
UNC13B	245173
LTB4R	7725
OR2H1	4293
ZNF384	28562
NOP9	8337
OR12D3	7568
ING4	18249
OR2G1P	6630
TMBIM1	17433
DHRS1	14560
LTBP4	31449
RPL5P8	6514
DDX17	28597
FITM2	14062
ZSCAN12	26212
CSNK1E	32442
MDP1	7822
IL31RA	60765
ZSCAN31	35158
IFFO1	22243
LEUTX	12540
EAF1	18015
HNRNPH1P2	6909
TRIM5	27125
MSRB1P1	6053
ZSCAN32	24619
TM9SF1	11276
GAPDH	6808
MAP4K1	36012
GAPDH	6013
GAPDH	6585
GAPDH	6825
TIGD7	12322
MYBL2	52476
IRF9	8300
SLC38A9	92176
ZNF200	18735
ZNF200	17550
ZNF200	18815
SLC29A4	26969
ZNF213	10775
CATSPER2	26041
SOX10	17943
SZT2-AS1	6568
MPP4	58882
IL32	7225
IL32	7001
FTSJ1	13343
HBE1	7300
NFKBID	18109
